,Unnamed: 0,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeTeam_p1Win,HomeTeam_p1Draw,HomeTeam_p1Lose,HomeTeam_p2Win,HomeTeam_p2Draw,HomeTeam_p2Lose,HomeTeam_p3Win,HomeTeam_p3Draw,HomeTeam_p3Lose,HomeTeam_p4Win,HomeTeam_p4Draw,HomeTeam_p4Lose,HomeTeam_p5Win,HomeTeam_p5Draw,HomeTeam_p5Lose,AwayTeam_p1Win,AwayTeam_p1Draw,AwayTeam_p1Lose,AwayTeam_p2Win,AwayTeam_p2Draw,AwayTeam_p2Lose,AwayTeam_p3Win,AwayTeam_p3Draw,AwayTeam_p3Lose,AwayTeam_p4Win,AwayTeam_p4Draw,AwayTeam_p4Lose,AwayTeam_p5Win,AwayTeam_p5Draw,AwayTeam_p5Lose
10,10,2014-08-23,Aston Villa,Newcastle United,0,0,D,True,False,False,,,,,,,,,,,,,False,False,True,,,,,,,,,,,,
11,11,2014-08-23,Chelsea,Leicester City,2,0,H,True,False,False,,,,,,,,,,,,,False,True,False,,,,,,,,,,,,
12,12,2014-08-23,Crystal Palace,West Ham United,1,3,A,False,False,True,,,,,,,,,,,,,False,False,True,,,,,,,,,,,,
13,13,2014-08-23,Everton,Arsenal,2,2,D,False,True,False,,,,,,,,,,,,,True,False,False,,,,,,,,,,,,
14,14,2014-08-23,Southampton,West Bromwich Albion,0,0,D,False,False,True,,,,,,,,,,,,,False,True,False,,,,,,,,,,,,
15,15,2014-08-23,Swansea City,Burnley,1,0,H,True,False,False,,,,,,,,,,,,,False,False,True,,,,,,,,,,,,
16,16,2014-08-24,Hull City,Stoke City,1,1,D,True,False,False,,,,,,,,,,,,,False,False,True,,,,,,,,,,,,
17,17,2014-08-24,Sunderland,Manchester United,1,1,D,False,True,False,,,,,,,,,,,,,False,False,True,,,,,,,,,,,,
18,18,2014-08-24,Tottenham Hotspur,Queens Park Rangers,4,0,H,True,False,False,,,,,,,,,,,,,False,False,True,,,,,,,,,,,,
19,19,2014-08-25,Manchester City,Liverpool,3,1,H,True,False,False,,,,,,,,,,,,,True,False,False,,,,,,,,,,,,
20,20,2014-08-30,Burnley,Manchester United,0,0,D,False,False,True,False,False,True,,,,,,,,,,False,True,False,False,False,True,,,,,,,,,
21,21,2014-08-30,Everton,Chelsea,3,6,A,False,True,False,False,True,False,,,,,,,,,,True,False,False,True,False,False,,,,,,,,,
22,22,2014-08-30,Manchester City,Stoke City,0,1,A,True,False,False,True,False,False,,,,,,,,,,False,True,False,False,False,True,,,,,,,,,
23,23,2014-08-30,Newcastle United,Crystal Palace,3,3,D,False,True,False,False,False,True,,,,,,,,,,False,False,True,False,False,True,,,,,,,,,
24,24,2014-08-30,Queens Park Rangers,Sunderland,1,0,H,False,False,True,False,False,True,,,,,,,,,,False,True,False,False,True,False,,,,,,,,,
25,25,2014-08-30,Swansea City,West Bromwich Albion,3,0,H,True,False,False,True,False,False,,,,,,,,,,False,True,False,False,True,False,,,,,,,,,
26,26,2014-08-30,West Ham United,Southampton,1,3,A,True,False,False,False,False,True,,,,,,,,,,False,True,False,False,False,True,,,,,,,,,
27,27,2014-08-31,Aston Villa,Hull City,2,1,H,False,True,False,True,False,False,,,,,,,,,,False,True,False,True,False,False,,,,,,,,,
28,28,2014-08-31,Leicester City,Arsenal,1,1,D,False,False,True,False,True,False,,,,,,,,,,False,True,False,True,False,False,,,,,,,,,
29,29,2014-08-31,Tottenham Hotspur,Liverpool,0,3,A,True,False,False,True,False,False,,,,,,,,,,False,False,True,True,False,False,,,,,,,,,
30,30,2014-09-13,Arsenal,Manchester City,2,2,D,False,True,False,False,True,False,True,False,False,,,,,,,False,False,True,True,False,False,True,False,False,,,,,,
31,31,2014-09-13,Chelsea,Swansea City,4,2,H,True,False,False,True,False,False,True,False,False,,,,,,,True,False,False,True,False,False,True,False,False,,,,,,
32,32,2014-09-13,Crystal Palace,Burnley,0,0,D,False,True,False,False,False,True,False,False,True,,,,,,,False,True,False,False,False,True,False,False,True,,,,,,
33,33,2014-09-13,Liverpool,Aston Villa,0,1,A,True,False,False,False,False,True,True,False,False,,,,,,,True,False,False,False,True,False,True,False,False,,,,,,
34,34,2014-09-13,Southampton,Newcastle United,4,0,H,True,False,False,False,True,False,False,False,True,,,,,,,False,True,False,False,True,False,False,False,True,,,,,,
35,35,2014-09-13,Stoke City,Leicester City,0,1,A,True,False,False,False,True,False,False,False,True,,,,,,,False,True,False,False,False,True,False,True,False,,,,,,
36,36,2014-09-13,Sunderland,Tottenham Hotspur,2,2,D,False,False,True,False,True,False,False,True,False,,,,,,,False,False,True,True,False,False,True,False,False,,,,,,
37,37,2014-09-13,West Bromwich Albion,Everton,0,2,A,False,False,True,False,True,False,False,True,False,,,,,,,False,False,True,False,True,False,False,True,False,,,,,,
38,38,2014-09-14,Manchester United,Queens Park Rangers,4,0,H,False,True,False,False,True,False,False,False,True,,,,,,,True,False,False,False,False,True,False,False,True,,,,,,
39,39,2014-09-15,Hull City,West Ham United,2,2,D,False,False,True,False,True,False,True,False,False,,,,,,,False,False,True,True,False,False,False,False,True,,,,,,
40,40,2014-09-20,Aston Villa,Arsenal,0,3,A,True,False,False,True,False,False,False,True,False,True,False,False,,,,False,True,False,False,True,False,False,True,False,True,False,False,,,
41,41,2014-09-20,Burnley,Sunderland,0,0,D,False,True,False,False,True,False,False,False,True,False,False,True,,,,False,True,False,False,False,True,False,True,False,False,True,False,,,
42,42,2014-09-20,Newcastle United,Hull City,2,2,D,False,False,True,False,True,False,False,True,False,False,False,True,,,,False,True,False,False,False,True,False,True,False,True,False,False,,,
43,43,2014-09-20,Queens Park Rangers,Stoke City,2,2,D,False,False,True,True,False,False,False,False,True,False,False,True,,,,False,False,True,True,False,False,False,True,False,False,False,True,,,
44,44,2014-09-20,Swansea City,Southampton,0,1,A,False,False,True,True,False,False,True,False,False,True,False,False,,,,True,False,False,True,False,False,False,True,False,False,False,True,,,
45,45,2014-09-20,West Ham United,Liverpool,3,1,H,False,True,False,False,False,True,True,False,False,False,False,True,,,,False,False,True,True,False,False,False,False,True,True,False,False,,,
46,46,2014-09-21,Everton,Crystal Palace,2,3,A,True,False,False,False,False,True,False,True,False,False,True,False,,,,False,True,False,False,True,False,False,False,True,False,False,True,,,
47,47,2014-09-21,Leicester City,Manchester United,5,3,H,True,False,False,False,True,False,False,False,True,False,True,False,,,,True,False,False,False,True,False,False,True,False,False,False,True,,,
48,48,2014-09-21,Manchester City,Chelsea,1,1,D,False,True,False,False,False,True,True,False,False,True,False,False,,,,True,False,False,True,False,False,True,False,False,True,False,False,,,
49,49,2014-09-21,Tottenham Hotspur,West Bromwich Albion,0,1,A,False,True,False,False,False,True,True,False,False,True,False,False,,,,False,False,True,False,False,True,False,True,False,False,True,False,,,
50,50,2014-09-27,Arsenal,Tottenham Hotspur,1,1,D,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False
51,51,2014-09-27,Chelsea,Aston Villa,3,0,H,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False
52,52,2014-09-27,Crystal Palace,Leicester City,2,0,H,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
53,53,2014-09-27,Hull City,Manchester City,2,4,A,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
54,54,2014-09-27,Liverpool,Everton,1,1,D,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False
55,55,2014-09-27,Manchester United,West Ham United,2,1,H,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True
56,56,2014-09-27,Southampton,Queens Park Rangers,2,1,H,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
57,57,2014-09-27,Sunderland,Swansea City,0,0,D,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False
58,58,2014-09-28,West Bromwich Albion,Burnley,4,0,H,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
59,59,2014-09-29,Stoke City,Newcastle United,1,0,H,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
60,60,2014-10-04,Aston Villa,Manchester City,0,2,A,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
61,61,2014-10-04,Hull City,Crystal Palace,2,0,H,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
62,62,2014-10-04,Leicester City,Burnley,2,2,D,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
63,63,2014-10-04,Liverpool,West Bromwich Albion,2,1,H,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
64,64,2014-10-04,Sunderland,Stoke City,3,1,H,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
65,65,2014-10-04,Swansea City,Newcastle United,2,2,D,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
66,66,2014-10-05,Chelsea,Arsenal,2,0,H,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
67,67,2014-10-05,Manchester United,Everton,2,1,H,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
68,68,2014-10-05,Tottenham Hotspur,Southampton,1,0,H,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
69,69,2014-10-05,West Ham United,Queens Park Rangers,2,0,H,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True
70,70,2014-10-18,Arsenal,Hull City,2,2,D,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True
71,71,2014-10-18,Burnley,West Ham United,1,3,A,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True
72,72,2014-10-18,Crystal Palace,Chelsea,1,2,A,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
73,73,2014-10-18,Everton,Aston Villa,3,0,H,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False
74,74,2014-10-18,Manchester City,Tottenham Hotspur,4,1,H,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
75,75,2014-10-18,Newcastle United,Leicester City,1,0,H,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False
76,76,2014-10-18,Southampton,Sunderland,8,0,H,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
77,77,2014-10-19,Queens Park Rangers,Liverpool,2,3,A,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False
78,78,2014-10-19,Stoke City,Swansea City,2,1,H,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False
79,79,2014-10-20,West Bromwich Albion,Manchester United,2,2,D,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
80,80,2014-10-25,Liverpool,Hull City,0,0,D,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False
81,81,2014-10-25,Southampton,Stoke City,1,0,H,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True
82,82,2014-10-25,Sunderland,Arsenal,0,2,A,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
83,83,2014-10-25,Swansea City,Leicester City,2,0,H,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False
84,84,2014-10-25,West Bromwich Albion,Crystal Palace,2,2,D,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
85,85,2014-10-25,West Ham United,Manchester City,2,1,H,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
86,86,2014-10-26,Burnley,Everton,1,3,A,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False
87,87,2014-10-26,Manchester United,Chelsea,1,1,D,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
88,88,2014-10-26,Tottenham Hotspur,Newcastle United,1,2,A,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
89,89,2014-10-27,Queens Park Rangers,Aston Villa,2,0,H,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False
90,90,2014-11-01,Arsenal,Burnley,3,0,H,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
91,91,2014-11-01,Chelsea,Queens Park Rangers,2,1,H,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
92,92,2014-11-01,Everton,Swansea City,0,0,D,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True
93,93,2014-11-01,Hull City,Southampton,0,1,A,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
94,94,2014-11-01,Leicester City,West Bromwich Albion,0,1,A,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
95,95,2014-11-01,Newcastle United,Liverpool,1,0,H,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
96,96,2014-11-01,Stoke City,West Ham United,2,2,D,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
97,97,2014-11-02,Aston Villa,Tottenham Hotspur,1,2,A,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
98,98,2014-11-02,Manchester City,Manchester United,1,0,H,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
99,99,2014-11-03,Crystal Palace,Sunderland,1,3,A,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
100,100,2014-11-08,Burnley,Hull City,1,0,H,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
101,101,2014-11-08,Liverpool,Chelsea,1,2,A,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False
102,102,2014-11-08,Manchester United,Crystal Palace,1,0,H,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False
103,103,2014-11-08,Queens Park Rangers,Manchester City,2,2,D,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False
104,104,2014-11-08,Southampton,Leicester City,2,0,H,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
105,105,2014-11-08,West Ham United,Aston Villa,0,0,D,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
106,106,2014-11-09,Sunderland,Everton,1,1,D,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
107,107,2014-11-09,Swansea City,Arsenal,2,1,H,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
108,108,2014-11-09,Tottenham Hotspur,Stoke City,1,2,A,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False
109,109,2014-11-09,West Bromwich Albion,Newcastle United,0,2,A,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
110,110,2014-11-22,Arsenal,Manchester United,1,2,A,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False
111,111,2014-11-22,Chelsea,West Bromwich Albion,2,0,H,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True
112,112,2014-11-22,Everton,West Ham United,2,1,H,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
113,113,2014-11-22,Leicester City,Sunderland,0,0,D,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False
114,114,2014-11-22,Manchester City,Swansea City,2,1,H,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
115,115,2014-11-22,Newcastle United,Queens Park Rangers,1,0,H,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
116,116,2014-11-22,Stoke City,Burnley,1,2,A,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
117,117,2014-11-23,Crystal Palace,Liverpool,3,1,H,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
118,118,2014-11-23,Hull City,Tottenham Hotspur,1,2,A,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False
119,119,2014-11-24,Aston Villa,Southampton,1,1,D,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
120,120,2014-11-29,Burnley,Aston Villa,1,1,D,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
121,121,2014-11-29,Liverpool,Stoke City,1,0,H,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False
122,122,2014-11-29,Manchester United,Hull City,3,0,H,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
123,123,2014-11-29,Queens Park Rangers,Leicester City,3,2,H,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
124,124,2014-11-29,Sunderland,Chelsea,0,0,D,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
125,125,2014-11-29,Swansea City,Crystal Palace,1,1,D,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True
126,126,2014-11-29,West Bromwich Albion,Arsenal,0,1,A,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
127,127,2014-11-29,West Ham United,Newcastle United,1,0,H,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
128,128,2014-11-30,Southampton,Manchester City,0,3,A,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
129,129,2014-11-30,Tottenham Hotspur,Everton,2,1,H,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False
130,130,2014-12-02,Burnley,Newcastle United,1,1,D,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False
131,131,2014-12-02,Crystal Palace,Aston Villa,0,1,A,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
132,132,2014-12-02,Leicester City,Liverpool,1,3,A,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
133,133,2014-12-02,Manchester United,Stoke City,2,1,H,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
134,134,2014-12-02,Swansea City,Queens Park Rangers,2,0,H,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False
135,135,2014-12-02,West Bromwich Albion,West Ham United,1,2,A,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False
136,136,2014-12-03,Arsenal,Southampton,1,0,H,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
137,137,2014-12-03,Chelsea,Tottenham Hotspur,3,0,H,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True
138,138,2014-12-03,Everton,Hull City,1,1,D,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
139,139,2014-12-03,Sunderland,Manchester City,1,4,A,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
140,140,2014-12-06,Hull City,West Bromwich Albion,0,0,D,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False
141,141,2014-12-06,Liverpool,Sunderland,0,0,D,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
142,142,2014-12-06,Manchester City,Everton,1,0,H,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
143,143,2014-12-06,Newcastle United,Chelsea,2,1,H,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False
144,144,2014-12-06,Queens Park Rangers,Burnley,2,0,H,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
145,145,2014-12-06,Stoke City,Arsenal,3,2,H,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False
146,146,2014-12-06,Tottenham Hotspur,Crystal Palace,0,0,D,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
147,147,2014-12-07,Aston Villa,Leicester City,2,1,H,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
148,148,2014-12-07,West Ham United,Swansea City,3,1,H,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
149,149,2014-12-08,Southampton,Manchester United,1,2,A,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
150,150,2014-12-13,Arsenal,Newcastle United,4,1,H,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
151,151,2014-12-13,Burnley,Southampton,1,0,H,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
152,152,2014-12-13,Chelsea,Hull City,2,0,H,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
153,153,2014-12-13,Crystal Palace,Stoke City,1,1,D,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False
154,154,2014-12-13,Leicester City,Manchester City,0,1,A,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
